Course Code,Course Title,Historical Consciousness,Aesthetic Exploration,Philosophical Inquiry and Life’s Meanings,Social Inquiry II,Social Inquiry I,Scientific Inquiry II,Scientific Inquiry I,Quantitative Reasoning II,Quantitative Reasoning I,Ethical Reasoning,Global Citizenship and Intercultural Literacy,The Individual in Community,Digital/Multimedia Expression,Oral and/or Signed Communication,Writing-Intensive Course,"Writing, Research, and Inquiry",First-Year Writing Seminar,Creativity / Innovation,Teamwork / Collaboration,Research and Information Literacy,Critical Thinking
CAS EE 144S,Introduction to Oceanography,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS EE 317,Introduction to Hydrology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CAS EE 317S,Introduction to Hydrology,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CAS EE 371,Introduction to Geochemistry,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS EE 512,Urban Climate,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS EE 671,Geochemistry,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS LX 250,Introduction to Linguistics,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS LX 250S,Introduction to Linguistics,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS NE 101,Introduction to Neuroscience,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS NE 101S,Introduction to Neuroscience,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS NE 230,Behavioral Endocrinology,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CAS PS 222,Perception,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PS 222S,Perception,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 104,Physics of Health Sciences,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 104S,Physics of Health Sciences,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 105,Physics 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 105S,Physics 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 107,Physics of Food and Cooking,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 107S,Physics of Food/Cooking,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 211,General Physics 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS PY 211S,General Physics 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS PY 231,The Physics in Music,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PY 251,Principles of Physics 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAS SO 333E,"The Italian Food Industry: Economics, Culture and Society",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS WS 233,The Evolutionary Biology of Human Variation,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CFA AR 236,Human Anatomy for the Artist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGS IN 250,Cosmic Visions: The Science of Astronomy and the Arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CGS NS 201,Biology 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KHC BI 101,Climate Change Biology in Massachusetts: What Would Henry Say',0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
KHC BI 105,The Dynamics of Society in Nature,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
KHC CH 140,The Material World,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
KHC EK 103,Mechanics on the Charles River Esplanade,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KHC MD 101,"Fractured Lives and Bodies: Forensic Anthropology, Disasters, and Human Rights",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
KHC PY 102,"Chance, Fluctuations and Their Relevance to Our Daily Lives",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SHA HF 323E,ITLFOODINDUSTRY,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHA HF 328E,AUS WINE INDSTY,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
WED DE 472,Sign Language Structure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WED DE 672,Sign Language Structure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS BB 421,Biochemistry 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS BB 421S,Biochemistry 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS BB 621,Biochemistry 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS BI 621S,Biochemistry 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS CH 225,Mathematical Methods for Molecular Science,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CH 351,Physical Chemistry I: Quantum Mechanics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CS 101,Introduction to Computing,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CAS CS 101S,Introduction to Computing,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
CAS CS 103,Introduction to Internet Technologies and Web Programming,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS CS 103S,Introduction to Internet Technologies and Web Programming,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS CS 105,Introduction to Databases and Data Mining,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 105S,DATABASES,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 111,Introduction to Computer Science 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 111S,Introduction to Computer Science 1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 112,Introduction to Computer Science 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 112S,Introduction to Computer Science 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
CAS CS 131,Combinatoric Structures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 131S,Combinatoric Structures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 132,Geometric Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS CS 132S,Geometric Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS CS 210,Computer Systems,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CS 210S,Computer Systems,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CS 235,Algebraic Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS CS 237,Probability in Computing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 237S,Probability in Computing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 330,Introduction to Analysis of Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 330E,Introduction to Analysis of Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 330S,Introduction to Analysis of Algorithms,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 543,Algorithmic Techniques for Taming Big Data,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS EC 204,Empirical Economics 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS EC 204E,EMPIRICAL ECON2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS EC 204S,Empirical Economics 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS EC 224,Econometric Analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS EC 304,Empirical Economic Analysis 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EC 325,The Economics of Poverty and Discrimination in the United States,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS EC 325S,The Economics of Poverty and Discrimination in the United States,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
CAS EC 405,Applied Econometrics: Time Series,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS EC 406,Applied Econometrics: Cross-Sectional,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS EE 375,Introduction to Quantitative Environmental Modeling,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAS EE 422,Aquatic Optics & Remote Sensing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS EE 446,Remote Sensing of the Lower Atmosphere,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 508,Data Science for Conservation Decisions,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
CAS EE 533,Quantitative Geomorphology,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
CAS EE 622,Aquatic Optics and Remote Sensing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
CAS EE 646,Remote Sensing of the Lower Atmosphere,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS LX 394,Introduction to Programming for Computational Linguistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS LX 433,Experimental Pragmatics,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS LX 496,Computational Linguistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS LX 694,Introduction to Programming for Computational Linguistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS LX 733,Experimental Pragmatics,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CAS LX 796,Computational Linguistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS MA 108,"Mathematical Reasoning in the Elementary Grades: Algebra, Geometry, and Statistics",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
CAS MA 111,Mathematical Explorations,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
CAS MA 113,Elementary Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 113E,Elementary Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 113S,Elementary Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 115,Statistics I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 115S,Statistics I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 116,Statistics II,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 116S,Statistics II,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 120S,Applied Mathematics for Social and Management Sciences,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 123,Calculus I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 123S,Calculus I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 213,Basic Statistics and Probability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS MA 213E,Basic Statistics and Probability,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS MA 213S,Basic Statistics and Probability,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS MA 214,Applied Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS MA 214S,Applied Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
CAS MA 225,Multivariate Calculus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 225S,Multivariate Calculus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 242,Linear Algebra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 242E,Linear Algebra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 242S,Linear Algebra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS MA 575,Linear Models,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS PY 355,Methods of Theoretical Physics,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CFA FA 350,Arts By The Numbers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA MT 301,Music Theory 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA MT 301E,MUSIC THEORY 5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 292,Costume Production 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 318,Automated Lighting Technology,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 492,Stage Management 4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 588,Automated Lighting Technology,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 590,Theatre Management,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CGS MA 113,Elementary Statistics,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG EK 381,"Probability, Statistics, and Data Science for Engineers",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENG EK 381S,"Probability, Statistics, and Data Science for Engineers",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
KHC HC 401,Epistemologies and the Process of Inquiry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
QST BA 222,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistical Programming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QST BA 222S,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistical Programming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QST BA 223,Business Modeling with Spreadsheets,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QST QM 222,Modeling Business Decisions and Market Outcomes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QST QM 222S,Modeling Business Decisions and Market Outcomes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS BI 349,"Neurotoxins in Biology, Medicine, Agriculture and War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS BI 349S,"Neurotoxins in Biology, Medicine, Agriculture and War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS CS 108,Programming for Non-CS Majors,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EC 203,Empirical Economics 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EC 203S,Empirical Economics 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EC 223,Statistical Analysis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS EC 303,Empirical Economic Analysis 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EC 346E,European Capital Markets,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS EE 270,"Data, Models, and Analysis in Earth & Environment",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS MA 107,Mathematical Reasoning in the Elementary Grades: Number Systems,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CAS MA 118,College Algebra and Trigonometry,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS MA 118S,College Algebra and Trigonometry,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CAS NE 212,Introduction to MATLAB Programming for Research in Psychological & Brain Sciences,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS NE 349,"Neurotoxins in Biology, Medicine, Agriculture and War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CAS PO 399,Data Science for Politics,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CAS PO 399S,Data Science for Politics,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CAS PO 599,Data Science for Politics,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CAS PS 212,Introduction to MATLAB Programming for Research in Psychological & Brain Sciences,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CFA AR 524S,Business of Information Design,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
CFA FA 520,Career Development in the Arts,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CFA TH 173,2D DRAFTING & VISUAL COMMUNICATION 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 279,Costume Production 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 352,Technical Production 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CFA TH 493,Production Management 1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CFA TH 552,Technical Production Studio 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENG EK 125,Introduction to Programming for Engineers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENG EK 125E,Introduction to Programming for Engineers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENG EK 125S,Introduction to Programming for Engineers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HUB IC 203,Pitching Ideas for Success,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
QST BA 221,Introduction to Data and Business Analytics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QST BA 221S,Introduction to Data and Business Analytics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QST QM 221,Probabilistic and Statistical Decision-Making for Management,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QST QM 221E,Probabilistic and Statistical Decision-Making for Management,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QST QM 221S,Probabilistic and Statistical Decision-Making for Management,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WED ME 363,Problem Solving in Mathematics,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
WED ME 563,Problem Solving in Mathematics,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
WED ME 563S,Problem Solving in Mathematics,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
CAS AA 234,African Americans in Global Perspective: Slavery and the Creation of Race,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AA 234S,African Americans in Global Perspective: Slavery and the Creation of Race,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AA 301,African Diaspora Archaeology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AH 330,Greek Archaeology,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
CAS AH 486,Architecture Capstone,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CAS AN 301,African Diaspora Archaeology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AN 369,Indigenous Archaeology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AN 557,Anthropology of Mental Health,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CAS AN 560,Brave New Worlds: Bioethics as State and Cultural Practice,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CAS AR 215,The Contested Past,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
CAS AR 215S,The Contested Past,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
CAS AR 301,African Diaspora Archaeology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AR 330,Greek Archaeology,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
CAS AR 342,Archeology and Israeli Society,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
CAS AR 369,Indigenous Archaeology,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AR 390,The Archaeology of Southeast Asia,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
CAS AR 395,"The Politics of the Past: Archaeology, Museums, and Identity",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CAS AR 480,Archaeological Ethics and the Law,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS AR 592,Archaeological Ethics and Law,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS AR 595,Professional Futures in Archaeology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CAS AR 795,"The Politics of the Past: Archaeology, Museums, and Identity",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CAS AR 892,Archaeological Ethics and Law,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS BI 309,Evolution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS BI 309S,Evolution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS BI 410S,Developmental Biology,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS BI 448,Biodiversity and Conservation Biology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CAS BI 525,Biology of Neurodegenerative Diseases,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
CAS BI 525S,Biology of Neurodegenerative Diseases,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
CAS BI 535,Translational Research in Alzheimer's Disease,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
CAS BI 572,Advanced Genetics,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CAS BI 594S,Topics in Biology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
CAS BI 648,Biodiversity and Conservation Biology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CAS CL 229,Roman Comedy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CAS CL 300,The Age of Pericles,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CAS CS 519,Spark! Software Engineering X-Lab Practicum,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CAS CS 549,Spark! Machine Learning X-Lab Practicum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
CAS EC 337,Economic Analysis of Legal Issues,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
CAS EC 337S,ECON: LEGAL ISS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
CAS EC 371,Environmental Economics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
CAS EC 371S,Environmental Economics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
CAS EE 387,Environmental Law in Israel and the Mediterranean,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CAS EE 396,Sustainability Science: Earth House Practicum 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS EE 585,Ecological Forecasting and Informatics,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CAS HI 559,"Wars, Peace, and Diplomacy",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CAS IR 306E,INTL HUM RIGHTS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
CAS IR 352,International Human Rights: Applying Human Rights in Africa,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
CAS IR 352S,International Human Rights,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
CAS IR 353,Nuclear Security,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CAS IR 354,Gender & Global Politics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
